filename,width,height,class,xmin,ymin,xmax,ymax
b5cd0aa7d1121d8d.jpg,1024,768,Window,272,382,288,423
b5cd0aa7d1121d8d.jpg,1024,768,Window,306,437,325,489
b5cd0aa7d1121d8d.jpg,1024,768,Window,309,366,327,419
b5cd0aa7d1121d8d.jpg,1024,768,Window,366,351,384,414
b5cd0aa7d1121d8d.jpg,1024,768,Window,375,433,388,494
b5cd0aa7d1121d8d.jpg,1024,768,Window,409,314,441,403
b5cd0aa7d1121d8d.jpg,1024,768,Window,524,288,567,387
b5cd0aa7d1121d8d.jpg,1024,768,Window,678,412,730,492
b5cd0aa7d1121d8d.jpg,1024,768,Window,982,281,1007,341
c8df613311152772.jpg,1024,613,Window,10,5,144,212
cec80720d0919c86.jpg,1024,756,Window,265,32,370,280
cec80720d0919c86.jpg,1024,756,Window,670,32,750,268
8782005fe042197b.jpg,1024,768,Window,667,4,793,69
8782005fe042197b.jpg,1024,768,Window,966,0,1023,76
833cc3ba75588919.jpg,1024,577,Window,189,95,285,456
833cc3ba75588919.jpg,1024,577,Window,516,99,671,349
a4bda5ca2e143185.jpg,1024,769,Window,10,360,1001,768
32b2911d866e1b91.jpg,1024,1024,Window,0,263,44,467
32b2911d866e1b91.jpg,1024,1024,Window,0,4,62,139
32b2911d866e1b91.jpg,1024,1024,Window,99,316,171,494
32b2911d866e1b91.jpg,1024,1024,Window,108,52,187,225
32b2911d866e1b91.jpg,1024,1024,Window,222,377,286,519
32b2911d866e1b91.jpg,1024,1024,Window,312,416,332,529
32b2911d866e1b91.jpg,1024,1024,Window,400,312,420,416
32b2911d866e1b91.jpg,1024,1024,Window,486,489,507,569
c723ad856bb6e312.jpg,767,1024,Window,0,539,19,784
c723ad856bb6e312.jpg,767,1024,Window,0,161,26,401
c723ad856bb6e312.jpg,767,1024,Window,162,511,270,794
c723ad856bb6e312.jpg,767,1024,Window,181,168,277,420
c723ad856bb6e312.jpg,767,1024,Window,351,266,415,469
c723ad856bb6e312.jpg,767,1024,Window,379,581,447,791
c723ad856bb6e312.jpg,767,1024,Window,517,623,555,791
c723ad856bb6e312.jpg,767,1024,Window,527,371,577,544
c723ad856bb6e312.jpg,767,1024,Window,589,247,624,389
c723ad856bb6e312.jpg,767,1024,Window,603,411,644,561
c723ad856bb6e312.jpg,767,1024,Window,620,637,650,794
c723ad856bb6e312.jpg,767,1024,Window,644,294,672,415
c723ad856bb6e312.jpg,767,1024,Window,651,446,687,581
c723ad856bb6e312.jpg,767,1024,Window,655,647,688,796
c723ad856bb6e312.jpg,767,1024,Window,695,464,729,595
c723ad856bb6e312.jpg,767,1024,Window,725,658,746,798
9a8fcf8434aafad7.jpg,1024,768,Window,691,518,830,734
1ef9ea6b80bedb2b.jpg,620,1024,Window,388,591,520,915
1ef9ea6b80bedb2b.jpg,620,1024,Window,130,167,388,531
0dff374334821678.jpg,768,1024,Window,459,764,749,954
594da43ebfc17716.jpg,1024,768,Window,339,32,593,309
5125604cc376b6a6.jpg,1024,768,Window,30,77,67,122
5125604cc376b6a6.jpg,1024,768,Window,130,0,256,39
5125604cc376b6a6.jpg,1024,768,Window,390,0,688,36
b63dd672e6b3aa8e.jpg,1024,765,Window,563,170,635,309
b63dd672e6b3aa8e.jpg,1024,765,Window,704,396,766,544
72a2079cc0c702aa.jpg,1024,768,Window,696,534,795,606
72a2079cc0c702aa.jpg,1024,768,Window,408,416,609,588
273f0648a3b5a1ac.jpg,1024,768,Window,124,327,203,480
273f0648a3b5a1ac.jpg,1024,768,Window,0,455,39,611
273f0648a3b5a1ac.jpg,1024,768,Window,0,218,81,414
273f0648a3b5a1ac.jpg,1024,768,Window,4,34,134,218
273f0648a3b5a1ac.jpg,1024,768,Window,104,520,209,650
273f0648a3b5a1ac.jpg,1024,768,Window,175,164,261,318
273f0648a3b5a1ac.jpg,1024,768,Window,259,571,335,689
273f0648a3b5a1ac.jpg,1024,768,Window,282,405,352,540
273f0648a3b5a1ac.jpg,1024,768,Window,296,267,362,386
273f0648a3b5a1ac.jpg,1024,768,Window,372,606,430,717
273f0648a3b5a1ac.jpg,1024,768,Window,388,460,435,586
273f0648a3b5a1ac.jpg,1024,768,Window,392,325,450,443
273f0648a3b5a1ac.jpg,1024,768,Window,464,639,499,729
273f0648a3b5a1ac.jpg,1024,768,Window,467,507,502,608
273f0648a3b5a1ac.jpg,1024,768,Window,472,396,507,481
273f0648a3b5a1ac.jpg,1024,768,Window,532,541,560,635
273f0648a3b5a1ac.jpg,1024,768,Window,532,435,564,519
273f0648a3b5a1ac.jpg,1024,768,Window,584,467,610,549
273f0648a3b5a1ac.jpg,1024,768,Window,584,568,613,654
273f0648a3b5a1ac.jpg,1024,768,Window,626,504,650,577
273f0648a3b5a1ac.jpg,1024,768,Window,627,597,651,667
273f0648a3b5a1ac.jpg,1024,768,Window,661,526,682,595
273f0648a3b5a1ac.jpg,1024,768,Window,662,618,686,681
273f0648a3b5a1ac.jpg,1024,768,Window,664,711,682,767
273f0648a3b5a1ac.jpg,1024,768,Window,689,552,705,611
273f0648a3b5a1ac.jpg,1024,768,Window,691,636,708,697
273f0648a3b5a1ac.jpg,1024,768,Window,700,724,716,764
273f0648a3b5a1ac.jpg,1024,768,Window,712,647,730,705
273f0648a3b5a1ac.jpg,1024,768,Window,713,568,728,623
273f0648a3b5a1ac.jpg,1024,768,Window,721,729,736,762
273f0648a3b5a1ac.jpg,1024,768,Window,837,539,846,554
273f0648a3b5a1ac.jpg,1024,768,Window,842,556,847,563
273f0648a3b5a1ac.jpg,1024,768,Window,848,536,858,552
273f0648a3b5a1ac.jpg,1024,768,Window,848,550,859,563
273f0648a3b5a1ac.jpg,1024,768,Window,1006,285,1023,309
c1052bde56ef3be1.jpg,1024,768,Window,238,392,312,466
c1052bde56ef3be1.jpg,1024,768,Window,9,313,44,372
c1052bde56ef3be1.jpg,1024,768,Window,17,207,53,260
c1052bde56ef3be1.jpg,1024,768,Window,21,114,57,170
c1052bde56ef3be1.jpg,1024,768,Window,41,625,68,681
c1052bde56ef3be1.jpg,1024,768,Window,45,409,79,465
c1052bde56ef3be1.jpg,1024,768,Window,53,309,87,361
c1052bde56ef3be1.jpg,1024,768,Window,57,207,88,266
c1052bde56ef3be1.jpg,1024,768,Window,65,624,96,681
c1052bde56ef3be1.jpg,1024,768,Window,67,123,97,169
c1052bde56ef3be1.jpg,1024,768,Window,148,513,184,564
c1052bde56ef3be1.jpg,1024,768,Window,155,626,175,692
c1052bde56ef3be1.jpg,1024,768,Window,155,393,187,466
c1052bde56ef3be1.jpg,1024,768,Window,168,194,201,258
c1052bde56ef3be1.jpg,1024,768,Window,171,104,199,153
c1052bde56ef3be1.jpg,1024,768,Window,172,297,195,369
c1052bde56ef3be1.jpg,1024,768,Window,251,507,301,576
c1052bde56ef3be1.jpg,1024,768,Window,257,621,292,682
c1052bde56ef3be1.jpg,1024,768,Window,264,277,304,351
c1052bde56ef3be1.jpg,1024,768,Window,272,173,311,243
c1052bde56ef3be1.jpg,1024,768,Window,277,85,308,134
c1052bde56ef3be1.jpg,1024,768,Window,380,517,413,576
c1052bde56ef3be1.jpg,1024,768,Window,384,399,421,477
c1052bde56ef3be1.jpg,1024,768,Window,385,306,413,372
c1052bde56ef3be1.jpg,1024,768,Window,389,110,416,169
c1052bde56ef3be1.jpg,1024,768,Window,391,205,413,277
c1052bde56ef3be1.jpg,1024,768,Window,441,429,459,488
c1052bde56ef3be1.jpg,1024,768,Window,441,150,463,207
c1052bde56ef3be1.jpg,1024,768,Window,441,240,464,296
c1052bde56ef3be1.jpg,1024,768,Window,441,333,464,397
c1052bde56ef3be1.jpg,1024,768,Window,443,522,463,586
c1052bde56ef3be1.jpg,1024,768,Window,480,453,496,507
c1052bde56ef3be1.jpg,1024,768,Window,480,380,501,426
c1052bde56ef3be1.jpg,1024,768,Window,481,290,493,339
c1052bde56ef3be1.jpg,1024,768,Window,484,543,501,596
c1052bde56ef3be1.jpg,1024,768,Window,485,217,504,253
c1052bde56ef3be1.jpg,1024,768,Window,519,397,529,442
c1052bde56ef3be1.jpg,1024,768,Window,519,476,529,517
c1052bde56ef3be1.jpg,1024,768,Window,521,552,529,594
c1052bde56ef3be1.jpg,1024,768,Window,521,318,531,365
c1052bde56ef3be1.jpg,1024,768,Window,523,252,531,279
c1052bde56ef3be1.jpg,1024,768,Window,557,481,592,526
c1052bde56ef3be1.jpg,1024,768,Window,563,344,585,378
c1052bde56ef3be1.jpg,1024,768,Window,567,409,591,452
c1052bde56ef3be1.jpg,1024,768,Window,567,564,592,596
c1052bde56ef3be1.jpg,1024,768,Window,569,639,589,674
c1052bde56ef3be1.jpg,1024,768,Window,696,438,713,458
c1052bde56ef3be1.jpg,1024,768,Window,697,483,719,513
c1052bde56ef3be1.jpg,1024,768,Window,700,386,713,409
c1052bde56ef3be1.jpg,1024,768,Window,707,594,716,621
c1052bde56ef3be1.jpg,1024,768,Window,707,542,720,577
c1052bde56ef3be1.jpg,1024,768,Window,776,450,785,466
c1052bde56ef3be1.jpg,1024,768,Window,777,488,795,510
c1052bde56ef3be1.jpg,1024,768,Window,777,530,795,546
62f897f44ecf28d7.jpg,768,1024,Window,0,441,43,700
62f897f44ecf28d7.jpg,768,1024,Window,14,347,52,440
62f897f44ecf28d7.jpg,768,1024,Window,29,727,172,944
62f897f44ecf28d7.jpg,768,1024,Window,85,436,162,632
62f897f44ecf28d7.jpg,768,1024,Window,127,242,177,364
62f897f44ecf28d7.jpg,768,1024,Window,260,392,386,606
62f897f44ecf28d7.jpg,768,1024,Window,270,183,375,304
62f897f44ecf28d7.jpg,768,1024,Window,473,233,522,359
62f897f44ecf28d7.jpg,768,1024,Window,482,716,638,1001
62f897f44ecf28d7.jpg,768,1024,Window,486,445,547,646
62f897f44ecf28d7.jpg,768,1024,Window,568,330,610,436
62f897f44ecf28d7.jpg,768,1024,Window,568,480,666,676
62f897f44ecf28d7.jpg,768,1024,Window,643,392,685,488
62f897f44ecf28d7.jpg,768,1024,Window,673,545,728,702
62f897f44ecf28d7.jpg,768,1024,Window,682,744,753,933
62f897f44ecf28d7.jpg,768,1024,Window,741,515,767,599
5dc21b54d803d8b1.jpg,1024,685,Window,0,251,53,475
5dc21b54d803d8b1.jpg,1024,685,Window,157,283,225,467
5dc21b54d803d8b1.jpg,1024,685,Window,163,1,241,173
5dc21b54d803d8b1.jpg,1024,685,Window,272,294,369,473
5dc21b54d803d8b1.jpg,1024,685,Window,305,36,350,168
5dc21b54d803d8b1.jpg,1024,685,Window,507,16,592,154
5dc21b54d803d8b1.jpg,1024,685,Window,698,26,771,162
5dc21b54d803d8b1.jpg,1024,685,Window,713,294,944,473
5dc21b54d803d8b1.jpg,1024,685,Window,847,41,915,204
5dc21b54d803d8b1.jpg,1024,685,Window,984,69,1023,200
5dc21b54d803d8b1.jpg,1024,685,Window,993,306,1023,473
6c671bd4f9094640.jpg,1024,768,Window,88,478,166,627
6c671bd4f9094640.jpg,1024,768,Window,14,484,58,607
6c671bd4f9094640.jpg,1024,768,Window,32,225,92,396
6c671bd4f9094640.jpg,1024,768,Window,260,475,320,608
6c671bd4f9094640.jpg,1024,768,Window,386,480,463,618
6c671bd4f9094640.jpg,1024,768,Window,407,216,469,405
6c671bd4f9094640.jpg,1024,768,Window,580,279,618,408
6c671bd4f9094640.jpg,1024,768,Window,590,501,636,602
6c671bd4f9094640.jpg,1024,768,Window,597,120,633,174
6c671bd4f9094640.jpg,1024,768,Window,669,230,699,283
6c671bd4f9094640.jpg,1024,768,Window,701,508,746,598
6c671bd4f9094640.jpg,1024,768,Window,726,252,755,305
6c671bd4f9094640.jpg,1024,768,Window,727,364,750,416
6c671bd4f9094640.jpg,1024,768,Window,731,419,744,460
6c671bd4f9094640.jpg,1024,768,Window,777,273,804,325
6c671bd4f9094640.jpg,1024,768,Window,778,380,800,427
6c671bd4f9094640.jpg,1024,768,Window,787,430,797,465
6c671bd4f9094640.jpg,1024,768,Window,791,515,826,597
6c671bd4f9094640.jpg,1024,768,Window,850,298,945,361
6c671bd4f9094640.jpg,1024,768,Window,854,391,885,458
6c671bd4f9094640.jpg,1024,768,Window,906,396,931,468
6c671bd4f9094640.jpg,1024,768,Window,945,410,972,484
6c671bd4f9094640.jpg,1024,768,Window,977,117,997,170
6c671bd4f9094640.jpg,1024,768,Window,981,210,999,286
6c671bd4f9094640.jpg,1024,768,Window,988,332,1006,406
6c671bd4f9094640.jpg,1024,768,Window,1009,128,1023,181
6c671bd4f9094640.jpg,1024,768,Window,1010,222,1023,292
6c671bd4f9094640.jpg,1024,768,Window,1010,336,1023,417
2fe6560d474e5fb6.jpg,1024,758,Window,235,174,264,221
9e8d6984ea45a8a3.jpg,1024,683,Window,0,5,369,132
9e8d6984ea45a8a3.jpg,1024,683,Window,281,470,469,556
9e8d6984ea45a8a3.jpg,1024,683,Window,538,0,790,140
9e8d6984ea45a8a3.jpg,1024,683,Window,620,470,852,559
69cb85d78b0c5801.jpg,1024,685,Window,574,434,613,528
69cb85d78b0c5801.jpg,1024,685,Window,953,411,1015,528
ac56986cfb1821ad.jpg,768,1024,Window,13,608,74,697
ac56986cfb1821ad.jpg,768,1024,Window,137,609,190,709
ac56986cfb1821ad.jpg,768,1024,Window,249,613,282,714
ac56986cfb1821ad.jpg,768,1024,Window,337,627,370,721
ac56986cfb1821ad.jpg,768,1024,Window,412,466,431,513
ac56986cfb1821ad.jpg,768,1024,Window,412,360,433,430
ac56986cfb1821ad.jpg,768,1024,Window,426,342,452,412
ac56986cfb1821ad.jpg,768,1024,Window,430,609,454,714
ac56986cfb1821ad.jpg,768,1024,Window,445,442,475,512
ac56986cfb1821ad.jpg,768,1024,Window,454,325,475,401
ac56986cfb1821ad.jpg,768,1024,Window,496,328,522,401
ac56986cfb1821ad.jpg,768,1024,Window,517,433,531,504
ac56986cfb1821ad.jpg,768,1024,Window,524,344,552,401
ac56986cfb1821ad.jpg,768,1024,Window,547,606,569,711
ac56986cfb1821ad.jpg,768,1024,Window,554,339,573,414
ac56986cfb1821ad.jpg,768,1024,Window,555,440,575,506
a1f37a539cea511e.jpg,765,1024,Window,0,130,121,280
a1f37a539cea511e.jpg,765,1024,Window,193,419,410,609
a1f37a539cea511e.jpg,765,1024,Window,238,739,471,961
a1f37a539cea511e.jpg,765,1024,Window,541,337,648,424
4b2199180ea74006.jpg,1024,768,Window,451,422,561,572
4b2199180ea74006.jpg,1024,768,Window,118,732,181,767
4b2199180ea74006.jpg,1024,768,Window,138,580,183,650
4b2199180ea74006.jpg,1024,768,Window,220,724,280,764
4b2199180ea74006.jpg,1024,768,Window,223,523,277,613
4b2199180ea74006.jpg,1024,768,Window,291,744,312,767
4b2199180ea74006.jpg,1024,768,Window,334,743,356,767
4b2199180ea74006.jpg,1024,768,Window,401,721,518,767
4b2199180ea74006.jpg,1024,768,Window,860,588,1023,767
4b2199180ea74006.jpg,1024,768,Window,881,150,1023,440
553799dc4e935a56.jpg,1024,1024,Window,0,0,1022,1022
b0c8059f6eb2c7ed.jpg,1024,680,Window,176,261,333,468
b0c8059f6eb2c7ed.jpg,1024,680,Window,186,0,353,205
b0c8059f6eb2c7ed.jpg,1024,680,Window,496,117,577,259
b0c8059f6eb2c7ed.jpg,1024,680,Window,654,188,718,294
b0c8059f6eb2c7ed.jpg,1024,680,Window,666,335,732,451
b0c8059f6eb2c7ed.jpg,1024,680,Window,737,225,782,319
b0c8059f6eb2c7ed.jpg,1024,680,Window,746,347,799,442
b0c8059f6eb2c7ed.jpg,1024,680,Window,792,252,832,326
b0c8059f6eb2c7ed.jpg,1024,680,Window,808,360,850,438
a8039da90dc7c798.jpg,1024,686,Window,771,140,964,425
a8039da90dc7c798.jpg,1024,686,Window,39,161,161,404
cb772da7825f72c2.jpg,1024,814,Window,249,492,306,657
440d5c7a067575f9.jpg,1024,768,Window,504,190,576,289
440d5c7a067575f9.jpg,1024,768,Window,195,471,258,610
440d5c7a067575f9.jpg,1024,768,Window,347,276,414,338
440d5c7a067575f9.jpg,1024,768,Window,680,192,758,258
24854c2df35588aa.jpg,1024,768,Window,7,0,267,395
24854c2df35588aa.jpg,1024,768,Window,291,10,382,330
b3f9648624fc0c83.jpg,819,1024,Window,113,265,238,426
b3f9648624fc0c83.jpg,819,1024,Window,289,256,375,422
b3f9648624fc0c83.jpg,819,1024,Window,392,272,461,433
b3f9648624fc0c83.jpg,819,1024,Window,470,295,539,441
b3f9648624fc0c83.jpg,819,1024,Window,555,304,627,445
332fd9fe24178696.jpg,1024,768,Window,0,283,16,348
332fd9fe24178696.jpg,1024,768,Window,0,160,52,251
332fd9fe24178696.jpg,1024,768,Window,19,70,76,161
332fd9fe24178696.jpg,1024,768,Window,44,0,94,67
332fd9fe24178696.jpg,1024,768,Window,93,135,138,173
332fd9fe24178696.jpg,1024,768,Window,102,53,155,137
332fd9fe24178696.jpg,1024,768,Window,122,0,160,55
332fd9fe24178696.jpg,1024,768,Window,167,126,188,167
332fd9fe24178696.jpg,1024,768,Window,177,55,199,112
332fd9fe24178696.jpg,1024,768,Window,188,0,208,45
332fd9fe24178696.jpg,1024,768,Window,874,0,903,17
332fd9fe24178696.jpg,1024,768,Window,888,30,928,83
332fd9fe24178696.jpg,1024,768,Window,913,0,939,13
332fd9fe24178696.jpg,1024,768,Window,922,21,961,82
93a619c6e485256b.jpg,1024,678,Window,0,368,20,479
93a619c6e485256b.jpg,1024,678,Window,51,528,86,677
93a619c6e485256b.jpg,1024,678,Window,125,438,163,589
93a619c6e485256b.jpg,1024,678,Window,252,324,295,457
93a619c6e485256b.jpg,1024,678,Window,321,170,375,385
93a619c6e485256b.jpg,1024,678,Window,408,148,471,469
93a619c6e485256b.jpg,1024,678,Window,561,0,725,456
87095d6e8e00ad86.jpg,1024,768,Window,24,225,81,273
87095d6e8e00ad86.jpg,1024,768,Window,148,229,193,283
87095d6e8e00ad86.jpg,1024,768,Window,151,180,194,217
87095d6e8e00ad86.jpg,1024,768,Window,230,231,261,288
87095d6e8e00ad86.jpg,1024,768,Window,231,160,270,211
87095d6e8e00ad86.jpg,1024,768,Window,296,241,311,288
87095d6e8e00ad86.jpg,1024,768,Window,296,176,312,221
87095d6e8e00ad86.jpg,1024,768,Window,313,184,328,227
87095d6e8e00ad86.jpg,1024,768,Window,313,245,330,289
87095d6e8e00ad86.jpg,1024,768,Window,336,194,370,237
87095d6e8e00ad86.jpg,1024,768,Window,352,248,385,304
87095d6e8e00ad86.jpg,1024,768,Window,419,199,431,246
87095d6e8e00ad86.jpg,1024,768,Window,485,247,546,381
87095d6e8e00ad86.jpg,1024,768,Window,615,236,666,385
87095d6e8e00ad86.jpg,1024,768,Window,728,200,773,390
87095d6e8e00ad86.jpg,1024,768,Window,885,181,963,398
6f56ffd2629ac1a6.jpg,701,1024,Window,532,378,598,561
6f56ffd2629ac1a6.jpg,701,1024,Window,339,292,360,389
6f56ffd2629ac1a6.jpg,701,1024,Window,430,229,465,368
0abb47a2c3fbe143.jpg,1024,680,Window,787,274,938,461
1b38a0ec773f20bc.jpg,1024,768,Window,0,124,101,404
1b38a0ec773f20bc.jpg,1024,768,Window,906,136,1023,391
9acd214663240948.jpg,768,1024,Window,17,44,136,403
67a7602c6d595702.jpg,1024,768,Window,58,51,775,558
bd2be864006a4441.jpg,1024,767,Window,469,16,543,115
